Id,Weekly_Sales
1_6_2013-06-28,3593.7193000000007
1_6_2013-07-05,3215.3505999999998
1_6_2013-07-12,3190.5262
1_6_2013-07-19,3559.8263000000034
1_6_2013-07-26,3698.162600000003
1_7_2012-11-02,25283.189600000027
1_7_2012-11-09,24957.87850000002
1_7_2012-11-16,25712.375000000015
1_7_2012-11-23,69515.1093999999
1_7_2012-11-30,26884.74890000002
1_7_2012-12-07,76195.24659999997
1_7_2012-12-14,69054.37340000007
1_7_2012-12-21,117356.82350000006
1_7_2012-12-28,35327.40389999996
1_7_2013-01-04,11089.834200000005
1_7_2013-01-11,10693.550699999996
1_7_2013-01-18,10661.236700000003
1_7_2013-01-25,11278.575900000005
1_7_2013-02-01,19553.15159999999
1_7_2013-02-08,21235.101900000012
1_7_2013-02-15,17168.93550000001
1_7_2013-02-22,16910.232099999994
1_7_2013-03-01,18345.3042
1_7_2013-03-08,17144.171700000006
1_7_2013-03-15,20918.290900000007
1_7_2013-03-22,19765.8868
1_7_2013-03-29,17494.502299999996
1_7_2013-04-05,19164.402200000008
1_7_2013-04-12,19493.55820000001
1_7_2013-04-19,19980.599800000004
1_7_2013-04-26,20611.770500000013
1_7_2013-05-03,19805.869000000017
1_7_2013-05-10,18558.322200000017
1_7_2013-05-17,23708.981200000002
1_7_2013-05-24,26307.611800000017
1_7_2013-05-31,29254.078699999987
1_7_2013-06-07,23685.188000000016
1_7_2013-06-14,22790.952000000027
1_7_2013-06-21,23826.221400000035
1_7_2013-06-28,23349.343800000017
1_7_2013-07-05,17779.942500000026
1_7_2013-07-12,17571.148600000026
1_7_2013-07-19,18908.379100000024
1_7_2013-07-26,17716.512500000008
1_8_2012-11-02,36270.373799999994
1_8_2012-11-09,36809.07179999999
1_8_2012-11-16,35018.77569999997
1_8_2012-11-23,33843.66930000004
1_8_2012-11-30,36863.38699999997
1_8_2012-12-07,40429.37039999997
1_8_2012-12-14,37861.50210000001
1_8_2012-12-21,39599.338999999985
1_8_2012-12-28,32890.262299999966
1_8_2013-01-04,35183.30530000001
1_8_2013-01-11,35146.01690000002
1_8_2013-01-18,35527.913600000014
1_8_2013-01-25,35370.91110000004
1_8_2013-02-01,37524.12860000001
1_8_2013-02-08,40488.15280000004
1_8_2013-02-15,38667.94500000004
1_8_2013-02-22,38731.42470000004
1_8_2013-03-01,36752.854599999984
1_8_2013-03-08,35055.68620000004
1_8_2013-03-15,35952.69400000002
1_8_2013-03-22,38612.94409999999
1_8_2013-03-29,36571.42569999999
1_8_2013-04-05,37173.936400000006
1_8_2013-04-12,36652.024999999994
1_8_2013-04-19,37221.80329999998
1_8_2013-04-26,37182.971600000026
1_8_2013-05-03,36848.943
1_8_2013-05-10,37266.13869999998
1_8_2013-05-17,41143.11190000002
1_8_2013-05-24,38013.27179999995
1_8_2013-05-31,37641.93079999998
1_8_2013-06-07,37566.48539999998
1_8_2013-06-14,38447.17529999997
1_8_2013-06-21,38018.722999999954
1_8_2013-06-28,37514.416699999965
1_8_2013-07-05,36700.191999999966
1_8_2013-07-12,37249.72019999999
1_8_2013-07-19,37380.29589999998
1_8_2013-07-26,36110.842499999984
1_9_2012-11-02,42747.6018
1_9_2012-11-09,34861.50359999995
1_9_2012-11-16,34393.93829999996
1_9_2012-11-23,43728.385600000016
1_9_2012-11-30,33442.48109999996
1_9_2012-12-07,34699.507199999985
1_9_2012-12-14,31695.302500000005
1_9_2012-12-21,41958.60399999999
1_9_2012-12-28,27202.968799999984
1_9_2013-01-04,15489.62550000001
1_9_2013-01-11,18144.19000000001
1_9_2013-01-18,14268.150800000001
1_9_2013-01-25,14694.0205
1_9_2013-02-01,25271.43860000001
1_9_2013-02-08,23980.177400000015
1_9_2013-02-15,21456.92609999999
1_9_2013-02-22,20861.554700000008
1_9_2013-03-01,30163.94230000003
1_9_2013-03-08,29058.715500000006
1_9_2013-03-15,34077.02670000001
1_9_2013-03-22,41555.43240000003
1_9_2013-03-29,31334.63880000002
1_9_2013-04-05,29929.65820000001
1_9_2013-04-12,32544.792199999996
1_9_2013-04-19,32435.986499999977
1_9_2013-04-26,30190.34330000001
1_9_2013-05-03,28718.6306
1_9_2013-05-10,28271.93590000003
1_9_2013-05-17,31646.603499999972
1_9_2013-05-24,27866.345599999997
1_9_2013-05-31,28788.560799999963
1_9_2013-06-07,29479.69440000002
1_9_2013-06-14,29117.682200000003
1_9_2013-06-21,27626.13310000001
1_9_2013-06-28,26138.105499999994
1_9_2013-07-05,26085.011199999986
1_9_2013-07-12,22655.341299999975
1_9_2013-07-19,25803.831600000005
1_9_2013-07-26,20992.41420000001
1_10_2012-11-02,31002.8998
1_10_2012-11-09,31753.520299999996
1_10_2012-11-16,29550.705199999986
1_10_2012-11-23,30292.431999999957
1_10_2012-11-30,28226.502199999984
1_10_2012-12-07,30517.44849999997
1_10_2012-12-14,29361.44299999998
1_10_2012-12-21,30918.057399999987
1_10_2012-12-28,27548.35859999999
1_10_2013-01-04,25720.843899999993
1_10_2013-01-11,27440.051200000016
1_10_2013-01-18,24813.350099999996
1_10_2013-01-25,24019.405600000006
1_10_2013-02-01,35876.55509999999
1_10_2013-02-08,34799.933999999965
1_10_2013-02-15,36281.84309999995
1_10_2013-02-22,35774.89749999995
1_10_2013-03-01,36863.64409999995
1_10_2013-03-08,32342.156399999993
1_10_2013-03-15,33082.94190000005
1_10_2013-03-22,40419.622699999956
1_10_2013-03-29,35465.44359999996
1_10_2013-04-05,34207.828799999974
1_10_2013-04-12,30818.015999999996
1_10_2013-04-19,30830.498499999987
1_10_2013-04-26,30990.53770000002
1_10_2013-05-03,31784.419899999968
1_10_2013-05-10,30556.221499999996
1_10_2013-05-17,35864.141000000025
1_10_2013-05-24,33344.081200000044
1_10_2013-05-31,30255.605500000045
1_10_2013-06-07,30925.327799999992
1_10_2013-06-14,34378.4406
1_10_2013-06-21,32932.3365
1_10_2013-06-28,31927.6493
1_10_2013-07-05,30949.46499999997
1_10_2013-07-12,30648.06619999998
1_10_2013-07-19,30194.94410000001
1_10_2013-07-26,29681.80779999998
1_11_2012-11-02,26862.014000000017
1_11_2012-11-09,23311.014800000004
1_11_2012-11-16,24286.742999999988
1_11_2012-11-23,28558.672400000018
1_11_2012-11-30,24095.61439999999
1_11_2012-12-07,29913.06370000001
1_11_2012-12-14,30499.366400000006
1_11_2012-12-21,28950.044300000016
1_11_2012-12-28,23327.099100000003
1_11_2013-01-04,24190.072700000015
1_11_2013-01-11,24747.79499999999
1_11_2013-01-18,22044.762700000014
1_11_2013-01-25,19168.445700000033
1_11_2013-02-01,22031.097699999995
1_11_2013-02-08,24251.893199999995
1_11_2013-02-15,24255.8479
1_11_2013-02-22,23711.286099999998
1_11_2013-03-01,22563.23269999999
1_11_2013-03-08,22297.0642
1_11_2013-03-15,23021.472400000006
1_11_2013-03-22,25258.3677
1_11_2013-03-29,23102.018799999983
1_11_2013-04-05,23083.48669999999
1_11_2013-04-12,22286.72510000001
1_11_2013-04-19,21831.5029
1_11_2013-04-26,21474.245700000007
1_11_2013-05-03,23804.99840000002
1_11_2013-05-10,22730.778599999998
1_11_2013-05-17,26812.065599999994
1_11_2013-05-24,28162.39829999997
1_11_2013-05-31,27884.195900000028
1_11_2013-06-07,28895.35689999999
1_11_2013-06-14,30045.54689999999
1_11_2013-06-21,34331.961500000005
1_11_2013-06-28,38915.02490000003
1_11_2013-07-05,29170.379999999994
1_11_2013-07-12,28972.60339999999
1_11_2013-07-19,28800.32779999998
1_11_2013-07-26,28158.128000000004
1_12_2012-11-02,9945.222400000013
1_12_2012-11-09,10251.82560000001
1_12_2012-11-16,8788.977399999996
1_12_2012-11-23,8288.155599999987
1_12_2012-11-30,8457.074099999994
1_12_2012-12-07,8736.134399999995
1_12_2012-12-14,8006.633599999994
1_12_2012-12-21,8186.128099999994
1_12_2012-12-28,7507.6047999999955
1_12_2013-01-04,7690.2069999999985
1_12_2013-01-11,8185.073599999994
1_12_2013-01-18,7841.191999999998
1_12_2013-01-25,8441.628700000007
1_12_2013-02-01,10529.928600000007
1_12_2013-02-08,9864.934599999997
1_12_2013-02-15,9771.874899999993
1_12_2013-02-22,9867.271299999997
1_12_2013-03-01,10694.682400000022
1_12_2013-03-08,11417.510300000016
1_12_2013-03-15,12371.516700000018
1_12_2013-03-22,12012.396299999999
1_12_2013-03-29,11440.092900000016
1_12_2013-04-05,11295.865200000007
1_12_2013-04-12,11708.587300000005
1_12_2013-04-19,11464.990600000001
1_12_2013-04-26,12028.132000000005
1_12_2013-05-03,11696.757600000004
1_12_2013-05-10,11145.853700000003
1_12_2013-05-17,11469.399700000002
1_12_2013-05-24,11425.997100000002
1_12_2013-05-31,11937.479000000001
1_12_2013-06-07,11563.80320000001
1_12_2013-06-14,11654.429300000002
1_12_2013-06-21,11607.740600000003
1_12_2013-06-28,11796.121000000001
1_12_2013-07-05,10864.748300000001
1_12_2013-07-12,11324.909800000009
1_12_2013-07-19,11700.750200000011
1_12_2013-07-26,11717.075700000014
1_13_2012-11-02,40232.03720000004
1_13_2012-11-09,40062.8725
1_13_2012-11-16,38020.4966
1_13_2012-11-23,39436.85130000003
1_13_2012-11-30,38206.06279999998
1_13_2012-12-07,37890.512200000005
1_13_2012-12-14,35858.78650000001
1_13_2012-12-21,36932.804000000004
1_13_2012-12-28,34902.09460000005
1_13_2013-01-04,37248.587499999965
1_13_2013-01-11,38822.0048
1_13_2013-01-18,36640.305899999985
1_13_2013-01-25,35628.97859999999
1_13_2013-02-01,40194.70999999997
1_13_2013-02-08,43432.295100000025
1_13_2013-02-15,42740.222900000066
1_13_2013-02-22,42489.62420000003
1_13_2013-03-01,38794.77510000001
1_13_2013-03-08,37361.86000000001
1_13_2013-03-15,37651.62900000002
1_13_2013-03-22,41576.58819999997
1_13_2013-03-29,39570.5307
1_13_2013-04-05,40455.56530000003
1_13_2013-04-12,38506.65510000001
1_13_2013-04-19,37849.21090000003
1_13_2013-04-26,38742.828799999996
1_13_2013-05-03,38151.52049999996
1_13_2013-05-10,39067.20329999998
1_13_2013-05-17,43669.75899999995
1_13_2013-05-24,39681.6061
1_13_2013-05-31,38904.73469999998
1_13_2013-06-07,39394.07139999999
1_13_2013-06-14,41053.53529999997
1_13_2013-06-21,39317.825199999985
1_13_2013-06-28,39346.700800000006
1_13_2013-07-05,38522.97049999997
1_13_2013-07-12,39349.26749999997
1_13_2013-07-19,39376.781999999985
1_13_2013-07-26,39056.500400000026
1_14_2012-11-02,14361.434400000002
1_14_2012-11-09,16844.557400000005
1_14_2012-11-16,17952.438399999995
1_14_2012-11-23,37539.894900000014
1_14_2012-11-30,19466.92059999999
1_14_2012-12-07,27513.623800000012
1_14_2012-12-14,28496.368300000024
1_14_2012-12-21,37550.63850000005
1_14_2012-12-28,25867.90740000001
1_14_2013-01-04,13264.236099999995
1_14_2013-01-11,14481.488499999996
1_14_2013-01-18,12429.977099999995
1_14_2013-01-25,13340.206300000005
1_14_2013-02-01,16750.331700000017
1_14_2013-02-08,17983.4546
1_14_2013-02-15,18061.522100000002
1_14_2013-02-22,17197.621000000006
1_14_2013-03-01,17353.903400000014
1_14_2013-03-08,14730.823400000001
1_14_2013-03-15,13334.552100000014
1_14_2013-03-22,15443.256500000012
1_14_2013-03-29,15096.991599999998
1_14_2013-04-05,15980.820000000005
1_14_2013-04-12,14050.895400000007
1_14_2013-04-19,13676.817900000002
1_14_2013-04-26,14784.341200000008
1_14_2013-05-03,13802.644999999997
1_14_2013-05-10,14940.29050000002
1_14_2013-05-17,16308.655100000005
1_14_2013-05-24,14794.375399999997
1_14_2013-05-31,13472.853700000005
1_14_2013-06-07,14131.6352
1_14_2013-06-14,15071.7041
1_14_2013-06-21,14250.428700000004
1_14_2013-06-28,14473.403400000005
1_14_2013-07-05,13264.986299999999
1_14_2013-07-12,12979.157500000003
1_14_2013-07-19,12960.572699999997
1_14_2013-07-26,12497.122699999998
1_16_2012-11-02,5960.115600000004
1_16_2012-11-09,5531.302200000006
1_16_2012-11-16,5627.286100000007
1_16_2012-11-23,7624.870499999989
1_16_2012-11-30,5736.505000000001
1_16_2012-12-07,6304.896900000001
1_16_2012-12-14,5601.902600000007
1_16_2012-12-21,6077.192600000001
1_16_2012-12-28,5170.853700000005
1_16_2013-01-04,6061.078199999993
1_16_2013-01-11,6232.238899999996
1_16_2013-01-18,6165.496599999996
1_16_2013-01-25,6245.1118999999935
1_16_2013-02-01,13768.991600000001
1_16_2013-02-08,12940.388700000001
1_16_2013-02-15,12620.531799999997
1_16_2013-02-22,12450.672199999997
1_16_2013-03-01,21372.454100000028
1_16_2013-03-08,26569.432900000018
1_16_2013-03-15,37972.88269999998
1_16_2013-03-22,43631.7886
1_16_2013-03-29,27047.76990000002
1_16_2013-04-05,41840.407800000015
1_16_2013-04-12,46049.39780000002
1_16_2013-04-19,49153.91830000003
1_16_2013-04-26,40917.895999999986
1_16_2013-05-03,47984.587300000036
1_16_2013-05-10,39235.9868
1_16_2013-05-17,39793.589800000016
1_16_2013-05-24,40955.9377
1_16_2013-05-31,41417.349799999996
1_16_2013-06-07,37889.18010000005
1_16_2013-06-14,34420.21980000002
1_16_2013-06-21,34822.61330000001
1_16_2013-06-28,34701.7216
1_16_2013-07-05,26260.222900000015
1_16_2013-07-12,24584.382300000005
1_16_2013-07-19,27443.40649999998
1_16_2013-07-26,24117.978300000006
1_17_2012-11-02,7916.261400000007
1_17_2012-11-09,8511.382300000008
1_17_2012-11-16,9067.080500000004
1_17_2012-11-23,12078.6161
1_17_2012-11-30,9742.213
1_17_2012-12-07,12109.756400000002
1_17_2012-12-14,12766.534700000013
1_17_2012-12-21,14527.066900000002
1_17_2012-12-28,11080.950499999992
1_17_2013-01-04,8604.451000000008
1_17_2013-01-11,8650.157000000012
1_17_2013-01-18,8760.306400000007
1_17_2013-01-25,7696.996799999996
1_17_2013-02-01,9957.787299999996
1_17_2013-02-08,10057.022499999986
1_17_2013-02-15,9817.901799999987
1_17_2013-02-22,9954.215699999988
1_17_2013-03-01,11120.3743
1_17_2013-03-08,9750.7103
1_17_2013-03-15,10059.835500000008
1_17_2013-03-22,9445.6627
1_17_2013-03-29,10128.150799999998
1_17_2013-04-05,9093.194999999994
1_17_2013-04-12,8539.067099999998
1_17_2013-04-19,7891.916100000005
1_17_2013-04-26,9563.011499999995
1_17_2013-05-03,8086.2194000000045
1_17_2013-05-10,8735.128400000005
1_17_2013-05-17,8632.066000000003
1_17_2013-05-24,7803.6588
1_17_2013-05-31,7658.788299999998
1_17_2013-06-07,7870.211499999998
1_17_2013-06-14,7860.346999999997
1_17_2013-06-21,8071.265099999997
1_17_2013-06-28,8134.806999999996
1_17_2013-07-05,7522.272699999993
1_17_2013-07-12,7628.854399999996
1_17_2013-07-19,7813.040599999995
1_17_2013-07-26,8202.5982
1_18_2012-11-02,11367.7652
1_18_2012-11-09,10972.917200000004
1_18_2012-11-16,13949.845199999996
1_18_2012-11-23,31018.04679999998
1_18_2012-11-30,14337.716899999994
1_18_2012-12-07,39098.58399999999
1_18_2012-12-14,41710.55430000001
1_18_2012-12-21,28604.336900000006
1_18_2012-12-28,20187.71379999999
1_18_2013-01-04,7141.438399999996
1_18_2013-01-11,4983.4043
1_18_2013-01-18,2011.1311
1_18_2013-01-25,1941.8850000000002
1_18_2013-02-01,12625.0742
1_18_2013-02-08,12652.96709999999
1_18_2013-02-15,8413.660299999994
1_18_2013-02-22,4099.674700000002
1_18_2013-03-01,2168.3860999999997
1_18_2013-03-08,2466.068100000001
1_18_2013-03-15,1705.2192999999988
1_18_2013-03-22,3276.861899999998
1_18_2013-03-29,2605.307000000001
1_18_2013-04-05,5920.549499999997
1_18_2013-04-12,6502.428299999997
1_18_2013-04-19,832.7266999999991
1_18_2013-04-26,9533.282400000007
1_18_2013-05-03,463.9998999999999
1_18_2013-05-10,494.2542000000004
1_18_2013-05-17,2792.2091999999993
1_18_2013-05-24,163.7518999999998
1_18_2013-06-07,246.94060000000033
1_18_2013-07-05,868.0349000000008
1_19_2012-11-02,1036.5562000000004
1_19_2012-11-09,969.6332000000003
1_19_2012-11-16,1075.5821000000005
1_19_2012-11-23,1065.207699999999
1_19_2012-11-30,1298.573199999999
1_19_2012-12-07,1434.7108
1_19_2012-12-14,1542.4099999999994
1_19_2012-12-21,1389.2053
1_19_2012-12-28,957.3162000000004
1_19_2013-01-04,763.3254000000006
1_19_2013-01-11,744.1634000000008
1_19_2013-01-18,798.6375000000006
1_19_2013-01-25,788.8361
1_19_2013-02-01,964.5418999999998
1_19_2013-02-08,1106.4981999999989
1_19_2013-02-15,1012.7344999999991
1_19_2013-02-22,993.7427999999996
1_19_2013-03-01,1227.758999999999
1_19_2013-03-08,1165.976899999999
1_19_2013-03-15,1290.1275999999982
1_19_2013-03-22,1040.4533999999999
1_19_2013-03-29,1279.2018999999991
1_19_2013-04-05,1036.035499999999
1_19_2013-04-12,1007.2317999999998
1_19_2013-04-19,976.9496999999994
1_19_2013-04-26,1202.0154999999995
1_19_2013-05-03,1324.3360999999995
1_19_2013-05-10,1051.3905
1_19_2013-05-17,1137.958999999999
1_19_2013-05-24,1246.5030000000002
1_19_2013-05-31,1176.0848999999998
1_19_2013-06-07,1056.7621
1_19_2013-06-14,995.6277999999999
1_19_2013-06-21,1072.3400999999994
1_19_2013-06-28,1046.4999999999995
1_19_2013-07-05,916.0897999999999
1_19_2013-07-12,975.2180000000002
1_19_2013-07-19,991.6668000000002
1_19_2013-07-26,1087.6526000000001
1_20_2012-11-02,3459.2654999999995
1_20_2012-11-09,3369.5467000000026
1_20_2012-11-16,3141.3106000000007
1_20_2012-11-23,5314.969900000004
1_20_2012-11-30,3372.186000000001
1_20_2012-12-07,3672.0633000000007
1_20_2012-12-14,3946.9038000000037
1_20_2012-12-21,4008.548399999997
1_20_2012-12-28,4009.907000000005
1_20_2013-01-04,3787.5411999999983
1_20_2013-01-11,4049.2045000000053
1_20_2013-01-18,3780.3280000000022
1_20_2013-01-25,3508.3897999999967
1_20_2013-02-01,4558.130699999995
1_20_2013-02-08,5305.238600000001
1_20_2013-02-15,5049.216699999995
1_20_2013-02-22,5240.878399999996
1_20_2013-03-01,5683.1357
1_20_2013-03-08,4830.892000000004
1_20_2013-03-15,5159.604599999993
1_20_2013-03-22,5237.248299999997
1_20_2013-03-29,5702.6747
1_20_2013-04-05,5193.608600000002
1_20_2013-04-12,4016.4830999999995
1_20_2013-04-19,4077.5157999999997
1_20_2013-04-26,3986.847300000002
1_20_2013-05-03,4177.691600000004
1_20_2013-05-10,4870.6122000000005
1_20_2013-05-17,5013.134300000003
1_20_2013-05-24,4273.307199999999
1_20_2013-05-31,4410.5583000000015
1_20_2013-06-07,4639.493199999999
1_20_2013-06-14,4424.630699999995
1_20_2013-06-21,4652.470099999995
1_20_2013-06-28,4767.227099999998
1_20_2013-07-05,4142.793699999997
1_20_2013-07-12,4268.220499999996
1_20_2013-07-19,4715.912199999999
1_20_2013-07-26,4726.048700000003
1_21_2012-11-02,8443.324800000008
1_21_2012-11-09,8544.076900000004
1_21_2012-11-16,8012.6781000000055
1_21_2012-11-23,9714.343600000007
1_21_2012-11-30,7777.167800000004
1_21_2012-12-07,9778.021200000001
